42.0,32.5,36.7,501916.1,99215.7,462.5,75.9,2.4,288823,39.5,32.5,30.6,494229.4,91212.7,481.5,76.5,2.5,98363,1
40.9,28.0,29.5,626503.1,82699.3,651.4,112.4,2.4,131629,38.0,27.2,35.6,586262.7,94204.1,547.5,130.0,3.2,295722,0
50.2,28.7,26.2,526851.0,87384.2,624.6,119.4,2.8,156161,46.2,26.2,29.0,475433.9,94442.6,555.0,93.7,3.4,403910,1
36.0,30.5,24.7,593873.7,81399.1,636.8,113.3,2.5,610738,45.4,30.6,33.6,605993.6,98479.2,655.2,118.4,3.1,139608,1
39.5,30.7,37.4,634420.5,106926.0,499.8,155.0,2.7,754761,43.1,23.1,30.9,525039.8,84143.2,704.2,139.3,3.1,1784059,0
45.6,26.5,30.9,511252.6,86236.4,540.4,177.6,2.5,316549,52.8,33.5,31.3,541080.7,98454.9,562.5,119.5,2.4,163727,0
38.7,27.7,32.1,645604.6,90019.7,673.0,132.6,2.4,1425283,37.9222222222,25.9,37.9222222222,586244.222222,91040.9222222,633.577777778,99.5444444444,2.84444444444,255865,1
37.2,26.7,33.4,648974.9,88796.1,582.2,128.2,2.2,137280,49.1,29.2,34.7,599442.2,97888.2,628.8,110.5,2.7,259661,1
37.8,35.3,33.8,541666.5,91050.9,672.4,106.1,1.9,384738,53.8,39.6,27.0,498100.2,79038.5,448.2,152.7,2.6,279725,1
43.6,32.5,32.0,617631.2,96039.2,596.3,93.3,2.4,258453,45.25,32.3,24.7,560526.65,81894.4,603.8,108.9,1.65,311500,1
42.3,29.7,39.8,618001.2,108755.7,799.7,103.0,3.1,474338,57.5,30.6,33.6,618280.1,111052.3,705.2,125.1,3.1,239734,1
47.7,34.2,27.8,559981.6,98354.9,540.3,75.7,2.8,153977,43.5,36.7,40.7,658329.2,112732.0,600.0,88.5,2.3,950437,0
43.2,24.5,33.0,613916.2,95124.7,723.9,103.9,2.4,605830,41.3,27.8,41.1,719052.2,107437.3,631.3,123.8,1.9,167398,1
41.0,29.9,30.2,543227.4,86675.8,547.9,134.6,2.7,370013,41.5,29.3,34.0,591870.0,93294.6,615.4,103.1,2.1,1428410,0
43.3,28.9,28.3,517659.5,78297.6,514.4,91.6,2.6,201457,34.0,27.5,33.7,673184.2,92452.6,742.0,99.3,2.4,79793,1
51.3,28.3,29.1,523681.1,81832.6,552.1,145.6,2.6,90140,38.4,25.5,25.2,546299.6,68897.9,512.1,87.9,2.2,320016,1
48.2,26.5,27.6,498971.3,72918.1,525.0,121.9,3.4,260201,39.2,26.7,27.9,671903.3,90640.7,704.9,109.2,2.1,146486,0
33.1,34.3,31.5,630534.7,93013.8,800.3,97.4,1.9,625605,44.1,31.0,30.7,571544.7,88651.7,612.8,128.3,2.2,231049,0
38.2,36.2,32.1,602869.0,103396.1,656.6,65.5,2.5,77669,40.3,26.7,31.3,534252.4,82223.4,635.0,85.1,2.0,721456,1
43.6,33.6,28.4,453176.6,78204.1,474.7,140.2,2.2,130129,32.3,29.0,29.4,495306.3,79023.0,551.8,84.6,2.4,368017,0
42.3333333333,30.9333333333,32.9333333333,518344.966667,82554.2333333,559.366666667,77.9666666667,2.0,585861,41.1,34.6,37.5,610405.4,103228.2,696.3,105.9,2.3,215046,1
42.7,27.1,29.4,507942.3,94258.9,594.9,115.9,2.7,365603,35.4,24.7,23.7,425413.1,60608.5,464.3,130.0,3.0,157458,1
40.5,30.1,23.3,592586.2,78847.6,611.5,133.1,2.6,700069,44.4,31.7,24.2,474325.7,77134.0,566.6,146.5,2.2,289212,1
48.8,26.5,28.1,501625.7,78194.6,568.5,132.7,2.4,318970,45.7,30.4,21.4,481831.1,70926.4,507.4,120.8,2.2,414819,1
35.1,30.2,25.0,568339.2,82117.4,662.4,101.3,2.3,194154,41.4,33.4,28.7,613120.1,86080.8,603.8,125.5,2.2,340612,1
45.4,28.0,24.1,492882.0,72446.8,655.8,135.2,3.2,190521,45.1,30.9,26.2,546993.2,84168.2,705.6,143.5,2.9,580365,0
37.3,28.2,26.7,496803.4,82929.7,518.9,90.4,2.2,301139,43.5,23.4,32.0,555967.1,87860.8,496.6,121.2,2.6,170823,0
38.9,35.0,34.5,667880.2,100331.3,613.0,85.9,2.4,366437,38.4,33.5,32.3,642826.0,87149.2,546.2,95.8,2.0,759628,0
40.9,35.5,28.6,513505.4,92987.6,532.6,114.5,2.5,406896,38.7,36.0,29.0,614866.1,84609.3,639.8,101.2,2.6,743732,0
40.7,31.6,30.5,570294.2,90970.5,758.8,110.1,2.5,202843,49.7,25.5,29.6,585609.5,84820.1,677.4,138.6,2.9,227298,0
44.6666666667,27.0,34.4333333333,566434.633333,84724.9,443.766666667,117.933333333,3.0,155426,40.8,28.5,22.5,496660.5,77017.2,501.6,90.6,1.9,135849,0
45.3,34.5,27.75,555277.2,92499.5,573.9,117.05,2.4,152303,42.3,32.7,30.6,584872.0,85288.3,730.6,116.6,2.5,246611,0
49.7,26.4,21.4,474062.2,76844.9,486.2,117.5,3.0,189895,44.1,35.1,31.2,548948.6,98621.6,760.2,91.4,2.5,960153,0
42.8,32.4,21.7,465454.8,58087.7,357.7,96.4,2.7,265448,42.4,24.6,31.4,573021.3,88756.6,568.6,126.9,3.1,308628,0
28.1,33.0,41.5,726234.4,97396.6,725.5,58.0,2.2,331197,40.3,28.7,31.1,461393.2,90687.0,422.8,97.4,2.8,453143,0
33.5,29.0,33.0,615763.3,86829.1,491.3,119.2,2.0,771889,35.7,25.8,35.8,599432.5,105031.5,743.7,83.6,3.0,301629,1
49.2,33.8,28.9,441489.3,85125.8,449.4,140.6,2.7,319221,37.0,33.9,25.8,501909.1,81934.1,471.9,124.0,1.5,642503,0
42.7,28.0,29.0,549203.3,81641.6,558.9,194.3,2.8,1343217,45.4,30.2,23.0,455029.3,70344.7,487.2,154.6,2.5,3986550,0
41.5,32.1,25.8,552797.6,79151.6,527.7,115.9,2.4,154971,43.4,26.2,29.9,560028.6,80432.0,548.5,120.6,2.6,157235,0
49.5,30.4,22.6,326912.2,71042.7,305.4,136.0,2.4,316699,37.3,35.1,34.9,555425.4,96778.1,622.5,93.4,2.9,152833,0
41.1,35.4,28.2,570868.6,84915.0,593.0,100.2,2.2,929652,42.0,30.2,26.4,552911.9,87182.9,692.4,88.8,2.5,192084,0
38.7428571429,32.1,34.6428571429,531592.042857,77935.4142857,660.228571429,75.6857142857,2.57142857143,83971,45.4,25.1,26.2,477024.3,74215.2,547.6,139.9,2.0,255767,0
47.2,31.3,21.8,420970.9,68436.2,371.7,88.6,2.0,266479,37.6,27.8,28.7,658608.8,87033.7,734.3,91.0,2.7,163671,0
40.0,29.4,31.5,512137.2,83495.2,570.7,150.5,2.6,1015741,42.7333333333,24.3,37.0333333333,628171.366667,100822.2,628.166666667,97.2333333333,2.96666666667,950987,1
38.6,26.7,36.3,610141.8,95766.4,567.2,121.0,3.3,819865,40.9,32.3,36.4,567788.0,95025.8,577.5,91.6,2.5,119801,1
45.3,32.2,29.8,540404.9,83830.9,500.5,150.6,2.5,599976,53.2,29.6,27.1,492699.8,86432.9,636.8,166.3,3.0,1166590,1
45.1,32.5333333333,29.1,488215.6,72839.5,410.766666667,84.1,2.56666666667,131568,45.5,24.4,30.1,497462.4,81338.3,456.6,92.5,2.5,95369,0
44.1,28.1,27.8,572073.9,79901.1,647.4,194.1,2.2,427133,36.4,29.5,27.5,672294.1,88676.3,607.4,122.9,2.6,90586,0
43.2,25.4,28.3,470135.1,71675.5,487.4,164.4,2.7,285332,44.7,28.3,36.9,696071.1,111243.4,770.0,98.8,3.0,107092,1
39.1,30.7,24.2,500998.8,69918.1,444.6,122.2,2.8,1102266,40.2,33.7,30.3,614840.0,87933.2,728.7,119.9,2.2,147606,1
42.8,34.3,33.2,568169.2,85229.3,524.0,87.1,2.2,569026,39.6888888889,39.1777777778,34.2555555556,656389.633333,86231.5888889,488.377777778,71.5555555556,2.24444444444,147061,1
36.6,28.1,26.2,498531.5,72549.3,474.6,90.9,2.2,215666,44.2,32.5,24.1,493971.2,84936.0,522.9,125.1,2.1,563500,1
48.3,38.1,32.7,568916.0,93730.7,429.5,100.7,2.5,375008,42.8,30.6,30.1,503549.9,89981.0,503.9,76.6,2.0,201646,0
31.8,25.3,32.0,665931.0,93573.7,829.7,107.9,3.3,349732,46.7,29.6,28.3,513936.3,88761.2,643.8,156.2,2.5,1990753,1
31.6,28.5,37.8,616649.4,94511.9,676.9,101.9,2.5,333110,35.4,29.0,25.5,561700.8,83957.4,607.1,92.4,2.3,1562844,1
31.6,36.7,27.8,515302.3,84913.4,619.5,72.9,1.6,588476,41.6,36.9,20.6,518354.4,78758.3,513.5,107.1,1.7,94506,0
45.3,31.3,19.0,414928.8,62441.6,447.5,130.8,1.8,161807,55.3,33.8,26.9,506374.0,87455.0,475.9,105.7,2.6,475999,0
53.2,30.2,34.3,619636.4,112684.5,653.0,158.7,2.9,945266,35.4,26.9,29.1,497146.9,82505.0,659.2,127.1,3.0,334056,1
41.9285714286,30.5428571429,20.8428571429,456740.428571,79232.3285714,408.171428571,112.371428571,1.9,150178,42.5,33.0,20.9,504089.8,64859.9,424.9,108.8,2.4,170649,1
31.8,26.1,34.9,649773.4,87670.6,655.5,97.1,3.1,182957,33.1571428571,28.775,25.0785714286,448937.189286,75568.125,573.396428571,68.9285714286,1.74285714286,204295,0
50.9,28.7,25.1,505215.0,73608.4,590.6,100.7,1.9,194143,41.9,37.4,34.9,671597.8,106098.3,654.0,106.4,3.0,221887,0
38.7,29.1,37.0,711565.0,104627.7,709.2,99.5,2.5,115978,37.6,35.3,26.7,551149.1,82637.2,583.1,76.0,2.4,137074,0
38.55,26.0,20.15,467982.65,65471.65,496.45,118.45,2.2,109291,44.4,25.4,27.3,468361.1,84143.3,612.0,150.7,3.0,322454,1
47.7,26.6,22.6,472626.6,72846.1,603.5,128.9,2.2,848091,40.3,26.9,25.7,500011.8,70801.0,522.9,155.9,2.6,115563,1
55.0,28.2,23.8,333643.3,66148.5,429.1,171.5,2.4,302083,46.2,31.5,25.3,548041.0,79919.7,547.5,163.3,2.6,493684,0
34.5,32.0,36.0,586536.9,91120.5,611.6,71.9,3.0,281563,37.6,26.7,24.4,548310.9,80283.3,495.7,94.5,2.9,842257,0
53.5,27.3,31.9,675780.5,97184.5,736.6,155.0,3.7,817607,34.3,26.1,28.4,556951.9,79410.2,628.8,103.0,2.8,221224,1
35.0,27.2,32.8,684322.9,75922.2,581.3,99.1,2.2,224077,45.1,28.4,31.5,567585.3,85000.1,498.7,120.2,2.6,131682,1
40.6,34.9,26.3,607892.0,98487.0,739.5,125.2,1.9,172377,39.5,30.9,33.7,683880.2,91625.1,624.1,112.2,2.4,87891,0
41.5285714286,26.9714285714,27.0142857143,490261.6,72588.5285714,539.871428571,113.571428571,3.15714285714,138492,38.6,29.0,26.3,535714.8,71861.5,571.9,104.0,2.1,412220,0
41.2,29.4,29.0,513674.2,95703.9,716.7,133.1,2.4,815767,52.4,41.2,32.0,577385.0,119843.2,515.0,125.1,1.9,71650,1
30.5,35.0,34.2,622729.2,94775.0,578.5,115.8,2.1,302533,46.8,29.8,31.2,534510.3,102250.8,539.8,136.4,2.3,178314,0
44.9,40.2,26.3,506942.9,89701.4,564.9,150.7,1.7,356390,39.3,24.5,19.8,374843.3,58770.2,354.6,142.1,2.5,144554,0
35.3666666667,25.5333333333,22.0,493485.566667,72116.3333333,516.766666667,118.033333333,2.4,554850,39.7,29.3,28.9,533446.5,76587.5,596.1,90.3,2.4,101488,0
46.5,26.2,29.7,543358.2,93717.9,530.4,94.9,2.8,257755,33.1,32.0,17.1,518654.0,58098.7,536.6,99.1,2.0,253136,1
34.5,29.3,31.6,537625.1,78760.7,487.8,85.0,2.3,318579,48.4,31.5,32.9,497929.2,83231.2,434.2,82.9,2.9,143251,0
31.3,26.8,34.6,577056.8,95570.2,668.1,75.9,3.0,774003,42.5,36.8,35.1,605252.5,89309.2,453.5,91.9,2.6,272455,0
34.2,32.6,36.5,629259.6,105924.7,750.2,106.1,2.1,47562,44.7,27.8,28.4,603398.0,102979.7,752.0,102.9,2.6,129368,1
47.9,24.7,35.8,448825.6,104363.3,530.9,71.5,2.3,582499,42.5,27.7,37.0,520409.5,102378.2,521.6,64.9,2.9,143717,0
39.2,32.0,37.0,607561.5,103398.2,623.5,102.3,2.8,81250,46.2,34.5,21.2,419639.5,66131.2,403.4,133.0,2.3,90343,1
46.1,25.6,18.2,376233.0,57277.7,367.9,122.1,2.2,96748,38.4,30.9,37.8,620393.8,102274.7,674.9,83.9,2.7,71750,1
50.2,28.5,31.1,497237.7,83585.6,500.9,90.3,2.8,519416,45.7,27.1,24.1,430532.4,77383.9,478.4,125.2,2.8,102436,0
44.1,31.3,28.9,555168.4,89194.5,571.4,88.6,2.4,399800,37.7,33.2,31.1,625481.3,84474.3,639.5,116.0,1.8,260883,1
48.5,33.5,39.7,588229.5,112141.2,512.9,86.0,2.4,518914,42.1,33.7,29.2,569700.8,83206.5,549.8,93.0,2.0,204576,1
54.4,27.1,23.9,500179.8,74475.5,467.4,122.6,3.1,207945,30.5,20.4,36.0,630808.9,86133.8,689.2,106.4,2.8,225769,0
41.3,34.0,37.4,590857.6,101703.9,613.7,126.3,1.8,1883118,35.8,31.0,26.2,603937.0,86782.9,609.3,89.3,2.3,144016,0
39.0,29.1,36.8,683463.5,100002.9,583.8,104.7,2.6,249553,38.4,26.3,37.2,592086.8,99352.9,518.0,105.7,3.1,184528,0
40.45,29.7,34.6,491595.35,84749.8,467.45,98.45,3.0,120027,44.2,33.1,26.3,554882.3,93403.9,526.5,103.1,2.3,644717,0
48.8,27.4,21.3,452640.0,64791.0,403.9,138.5,2.0,236878,39.9,18.9,21.0,389891.5,67175.7,558.3,133.6,3.2,199402,0
39.7,30.2,28.5,529495.3,87343.9,609.3,115.6,2.0,433271,37.3,24.5,33.7,617426.1,80616.1,592.8,94.0,2.8,142720,0
37.1,31.0,28.0,543189.8,84150.1,525.4,95.4,2.0,39923,43.8,34.0,35.7,660589.8,102106.7,593.0,96.3,2.6,307160,0
34.9,29.4,28.5,636553.6,86457.0,652.2,81.1,1.8,256178,37.9,32.0,39.0,650911.8,105767.1,674.9,98.6,2.4,73986,0
42.4,24.1,22.9,457773.8,71800.7,528.6,136.1,2.6,679994,44.2,27.2,27.7,612104.0,86875.9,674.5,110.2,3.0,361174,0
43.8,37.1,32.5,603294.6,101506.0,684.1,81.5,2.3,81875,40.0,37.7,33.8,681429.9,90680.5,500.3,113.8,2.2,66364,1
50.5,25.7,25.6,477530.5,79375.2,534.9,116.4,3.0,88017,48.7,37.7,40.5,591168.4,112002.7,554.8,82.2,2.9,137376,0
46.6666666667,33.8,26.9666666667,492705.066667,81753.4666667,553.0,150.6,2.23333333333,224813,36.0,34.4,30.9,693941.8,89986.4,686.8,106.0,2.2,389945,0
38.3,33.0,27.7,686691.4,90286.9,673.8,117.5,2.0,494298,39.4,29.3,29.1,679640.5,104486.6,757.7,89.4,2.6,984189,1
33.0,24.6,25.9,560340.2,73979.6,658.2,133.2,2.0,331063,42.6,26.0,32.6,531481.9,85438.1,614.9,148.7,2.9,151060,1
43.2,30.7,28.2,623264.4,81660.5,524.6,129.5,3.1,306208,40.3,29.6,29.1,568401.4,92067.0,567.2,95.5,3.0,235850,1
32.1,24.8,27.5,555114.5,73152.4,529.2,102.4,2.4,217517,38.3,27.5,22.7,436966.6,67570.4,418.6,135.4,1.5,145327,1
35.9,25.7,28.4,575323.8,83161.8,705.3,120.0,2.9,195398,39.5,27.9,28.6,555289.6,79194.2,610.7,144.0,2.7,286643,1
41.3,34.4,38.5,674413.1,106383.1,755.9,88.7,2.7,366547,44.2,28.0,28.3,536466.7,99556.9,579.5,121.5,2.8,269252,0
45.6,35.3,26.2,463342.1,85609.0,543.7,103.5,2.5,214125,41.6571428571,32.9,31.1714285714,573420.714286,95192.0571429,497.014285714,88.4142857143,2.81428571429,353566,0
41.6,34.2,37.5,607497.7,106479.0,573.5,80.3,2.3,139767,34.3,30.5,32.6,605940.6,89339.7,661.8,82.3,2.0,358482,0
38.0,25.5,29.725,593541.7,83361.05,624.7,103.025,3.175,142552,51.1,28.6,37.0,629893.7,101803.3,587.1,128.4,3.1,81430,0
43.0,42.2,35.1,665018.0,109169.0,586.4,105.0,1.9,805642,45.0,29.7,37.9,721979.1,109619.8,675.2,157.1,2.9,780651,0
49.8,24.4,24.0,500895.9,81649.5,591.6,181.6,3.2,165590,36.6,28.2,28.6,575670.5,84575.2,723.5,122.7,2.8,174721,1
40.8,31.5,30.4,681372.2,91590.8,710.5,89.4,1.6,367253,44.1,30.0,37.7,617722.8,95082.9,674.2,138.7,3.3,250528,1
34.2,28.8,38.1,594762.7,99795.6,744.2,97.3,2.5,444275,44.8,23.4333333333,23.1666666667,476876.333333,70262.9333333,547.733333333,142.1,2.33333333333,1271165,1
43.8,27.7,30.2,507104.9,87750.1,570.8,88.6,2.8,1171932,33.6,27.8,29.5,548912.7,80524.0,615.9,83.4,2.5,409165,0
45.3,27.6,30.5,481723.9,85991.0,586.7,153.5,3.1,199510,45.2,24.7,34.2,629364.8,96240.9,642.7,145.4,3.5,832561,0
33.6,30.7,30.7,594724.5,76747.2,596.9,124.7,2.4,163299,34.3,27.2,38.2,699910.6,100865.7,680.3,107.5,2.7,357926,0
48.0333333333,35.8,28.3666666667,620474.9,82283.7,587.766666667,99.8,2.23333333333,225552,36.0,33.6,32.0,628409.2,95083.3,626.5,81.6,2.7,299203,0
42.4,30.0,27.9,550802.6,81720.1,453.1,131.7,2.3,97486,41.5333333333,29.6333333333,26.9,473496.2,74794.9666667,520.666666667,106.366666667,2.43333333333,230137,1
37.9,31.7,29.2,612896.9,86114.6,657.2,92.0,2.3,384535,51.5,23.6,20.7,472658.3,70165.3,471.0,136.5,2.8,183840,0
55.5,30.1,19.5,401719.7,71144.6,387.6,122.2,2.6,229782,44.8,26.3,24.1,455671.6,68289.2,465.4,129.7,2.3,200493,0
35.2,36.9,26.4,543343.9,81287.4,590.2,59.2,2.3,125560,44.0,33.4,25.1,409552.3,70335.6,429.2,57.5,2.7,190143,0
48.1,31.3,30.4,551042.0,87559.9,590.6,136.3,3.1,791973,37.9,37.1,30.4,538003.2,94162.2,538.6,113.0,2.6,1098221,0
44.3,27.0,33.2,518348.6,92142.1,429.3,112.2,2.8,509418,36.5,33.0,34.9,622571.5,92265.7,643.8,85.0,2.0,262809,1
36.5,27.7,18.1,457360.4,61855.8,527.9,118.6,2.2,43604,47.3,30.6,25.3,563674.1,73061.6,413.6,124.0,2.3,161587,0
36.2,22.8,30.0,548374.1,80272.7,538.7,105.9,2.5,206357,48.8,27.6,30.1,529508.2,92421.3,594.6,133.7,2.9,842988,1
30.6,26.5,29.5,560564.166667,77189.6666667,587.8,94.8333333333,2.13333333333,83268,38.4,35.7,25.5,543440.8,81596.1,659.8,84.7,2.7,131599,1
42.0,30.5,27.3,563533.6,88747.4,595.5,94.6,2.1,358518,42.8,32.4,26.0,567889.9,95221.6,651.0,95.5,1.9,143919,1
52.6,36.4,36.9,644998.3,102832.3,527.3,145.6,2.7,360352,37.9,31.3,26.8,415359.9,63767.1,361.8,79.1,2.2,62902,1
41.7,32.9,35.7,658809.1,103174.2,774.7,113.2,2.8,318492,46.1,29.8,23.4,493530.4,75883.2,556.1,124.9,2.7,847386,0
41.2,28.7,30.4,517945.0,82198.1,434.0,128.3,2.2,1265996,40.9,34.6,33.0,545550.9,90844.9,632.2,130.0,2.5,497250,1
46.0,30.9,24.3,393702.0,67282.3,396.5,134.4,1.6,148019,36.9,28.6,28.9,545776.5,89975.4,548.6,121.8,2.7,333708,1
37.8,36.5,33.6,603848.8,96245.6,665.6,123.1,2.0,175138,37.3,29.3,26.4,495610.5,77036.6,508.1,121.2,2.3,902981,0
40.2,26.7,33.4,652671.7,96402.6,756.6,99.7,2.6,85292,41.7,31.7,33.7,512345.1,86683.9,455.9,94.9,3.3,103263,1
40.1,23.7,19.7,435231.6,60973.7,464.6,105.4,2.2,43850,37.9,27.3,32.6,624934.8,91680.7,766.7,106.4,3.2,396615,1
36.3,32.2,30.2,601952.5,81308.8,544.3,81.4,2.3,169357,46.7,30.8,31.0,494499.0,96939.1,537.8,113.5,2.9,485730,1
38.8,27.6,32.2,532387.1,77015.0,462.6,80.7,2.7,198617,39.8,27.1,36.0,579788.8,100041.8,657.5,114.8,2.8,231741,0
46.8,31.2,29.3,499516.9,83994.5,595.1,80.8,2.8,220326,39.7,33.6,32.9,542431.1,92061.9,617.1,82.9,2.7,577784,0
34.3,36.1,33.4,623247.9,103621.9,713.2,96.0,2.0,400163,36.2,33.1,36.7,677828.6,102990.6,584.7,89.5,2.3,440887,1
45.4,35.9,27.7,535732.2,82115.6,485.8,113.0,2.4,540048,34.4,30.8,34.5,666848.8,102397.2,595.0,77.3,2.7,2262893,1
36.8,27.4,26.9,534507.3,75919.6,537.6,119.5,2.5,1405536,36.7,34.2,44.5,728020.6,116272.9,720.4,85.1,2.5,357645,1
